LMFA01020043,-,"4,8-dimethyl-hexadecanoic acid",C18H36O2   ,284.2715,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020044,-,"2,14-dimethyl-hexadecanoic acid",C18H36O2   ,284.2715,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020045,-,"4,14-dimethyl-hexadecanoic acid",C18H36O2   ,284.2715,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020046,-,"6,14-dimethyl-hexadecanoic acid",C18H36O2   ,284.2715,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020047,-,"4,14-dimethyl-heptadecanoic acid",C19H38O2   ,298.2872,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020048,-,"2,14-dimethyl-octadecanoic acid",C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020049,-,"4,14-dimethyl-octadecanoic acid",C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020050,-,"6,14-dimethyl-octadecanoic acid",C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020051,-,"4,16-dimethyl-octadecanoic acid",C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020052,-,"6,16-dimethyl-octadecanoic acid",C20H40O2   ,312.3028,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020053,-,2-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020054,-,3-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020055,-,4-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020056,-,5-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020057,-,6-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020058,-,8-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020059,-,9-methyl-undecanoic acid,C12H24O2   ,200.1776,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020061,2-methyl lauric acid,2-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020062,3-methyl lauric acid,3-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020063,4-methyl lauric acid,4-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020064,5-methyl lauric acid,5-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020065,6-methyl lauric acid,6-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020066,7-methyl lauric acid,7-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020067,8-methyl lauric acid,8-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020068,9-methyl lauric acid,9-methyl-dodecanoic acid,C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020069,-,2-methyl-tridecanoic acid,C14H28O2   ,228.2089,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020070,-,4-methyl-tridecanoic acid,C14H28O2   ,228.2089,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020071,Isobutyric acid,2-methyl-propanoic acid,C4H8O2   ,88.0524,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020072,alpha-methyl butyric Acid,2-methyl-butanoic acid,C5H10O2   ,102.0681,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020073,Pivalic acid,"2,2-dimethyl-propanoic acid",C5H10O2   ,102.0681,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020074,2-methyl valeric acid,2-methyl-pentanoic acid,C6H12O2   ,116.0837,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020075,3-methyl valeric acid,3-methyl-pentanoic acid,C6H12O2   ,116.0837,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020076,Isocaproic acid,4-methyl-pentanoic acid,C6H12O2   ,116.0837,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020077,diethyl acetic acid,2-ethyl-butanoic acid,C6H12O2   ,116.0837,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020078,dimethyl ethyl acetic acid,"2,2-dimethyl-butanoic acid",C6H12O2   ,116.0837,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
